microorganismo,antibiotico,s_cim,i_cim,r_cim,diametro_s_mm,diametro_i_mm,diametro_r_mm,notas
S. pneumoniae,Cefotaxima (endocardite e meningite),"0,5",-,">0,5",NotaA,NotaA,NotaA,
S. pneumoniae,Ceftarolina,"0,25",-,">0,25",NotaA,NotaA,NotaA,
S. pneumoniae,Ceftriaxona (excluindo endocardite e meningite),"0,5",1-2,>2,NotaA,NotaA,NotaA,
S. pneumoniae,Ceftriaxona (endocardite e meningite),"0,5",-,">0,5",NotaA,NotaA,NotaA,
S. pneumoniae,Cefuroxima iv,"0,5",1,>1,NotaA,NotaA,NotaA,
S. pneumoniae,Cefuroxima oral,"0,25",-,">0,25",NotaA,NotaA,NotaA,
S. pneumoniae,Streptococcus pneumoniae,,,,,,"Tabela de Pontos de Corte Clínicos do BrCAST-EUCAST, válida a partir de 01-02-2025",
S. pneumoniae,Regras de Especialistas e Fenótipos Esperados,,,,,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
S. pneumoniae,"Carbapenêmicos1,2",Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
S. pneumoniae,Doripenem,1,-,>1,NotaA,NotaA,NotaA,
S. pneumoniae,Ertapenem,"0,5",-,">0,5",NotaA,NotaA,NotaA,"1/A. O teste de triagem com disco de oxacilina 1 µg ou teste para determinação da CIM de benzilpenicilina deve ser utilizado para excluir mecanismos de resistência aos betalactâmicos. Quando o teste de triagem for negativo (halo de inibição ≥ 20 mm, ou a CIM de benzilpenicilina ≤0,06 mg/L), todos os agentes betalactâmicos para os quais estão disponíveis pontos de corte clínicos, incluindo aqueles com “Nota”, poderão ser reportados como sensíveis sem testes adicionais, exceto para cefaclor, que deverá ser reportado como ""sensível, aumentando exposição (I). Quando a triagem for positiva (halo de inibição <20 mm ou a CIM de benzilpenicilina for > 0,06 mg/L), consultar o fluxograma abaixo para interpretação.
2. Meropenem é o único carbapenêmico utilizado para o tratamento de meningites.
3/B. A adição de um inibidor de betalactamases não adiciona benefício clínico."
S. pneumoniae,Imipenem,2,-,>2,NotaA,NotaA,NotaA,
S. pneumoniae,Imipenem-relebactam3,Nota3,Nota3,Nota3,NotaB,NotaB,NotaB,
S. pneumoniae,Meropenem (infecções não meníngeas),2,-,>2,NotaA,NotaA,NotaA,
S. pneumoniae,Meropenem (meningite),"0,25",-,">0,25",NotaA,NotaA,NotaA,
S. pneumoniae,Meropenem-vaborbactam3,Nota3,Nota3,Nota3,NotaB,NotaB,NotaB,
S. pneumoniae,Fluoroquinolonas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
S. pneumoniae,Ciprofloxacino,-,-,-,-,-,-,"A. O teste de disco-difusão para norfloxacino pode ser utilizado como teste de triagem para resistência às fluoroquinolonas. Ver Nota B.
B. Os isolados categorizados como teste de triagem negativo ao norfloxacino (diâmetro do halo ≥10 mm) podem ser reportados como sensíveis ao moxifloxacino e como ""sensível, aumentando exposição"" (I) ao levofloxacino. Os isolados classificados na triagem como positivos (diâmetro do halo <10mm) devem ser testados quanto à sensibilidade aos antimicrobianos específicos ou reportados como resistentes."
S. pneumoniae,Delafloxacino,EI,EI,EI,EI,EI,EI,
S. pneumoniae,Levofloxacino,"0,001","0,002-2",>2,50A,16-49A,<16A,
S. pneumoniae,Moxifloxacino,"0,5",-,">0,5",22A,-,<22A,
S. pneumoniae,Norfloxacino (exclusivamente triagem),,,,10B,-,<10B,
S. pneumoniae,Ofloxacino,-,-,-,-,-,-,
S. pneumoniae,Glicopeptídeos,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
S. pneumoniae,Teicoplanina1,2,-,>2,17A,-,<17A,1. Isolados resistentes são raros ou ainda não foram reportados. A identificação e o teste de sensibilidade em isolados resistentes devem ser confirmados em centro de referência.
S. pneumoniae,Vancomicina1,2,-,>2,16A,-,<16A,A. Isolados não-selvagens não estavam disponíveis quando do desenvolvimento do método de disco-difusão.
S. pneumoniae,Streptococcus pneumoniae,,,,,,"Tabela de Pontos de Corte Clínicos do BrCAST-EUCAST, válida a partir de 01-02-2025",
S. pneumoniae,Regras de Especialistas e Fenótipos Esperados,,,,,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
S. pneumoniae,Macrolídeos e lincosamidas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
S. pneumoniae,Azitromicina,"0,251",-,">0,251",NotaA,NotaA,NotaA,"1/A. A eritromicina pode ser utilizada para triagem de resistência a macrolídeos em Streptococcus pneumoniae. Isolados categorizados como sensíveis podem ser reportados como sensíveis à azitromicina, claritromicina e roxitromicina. Isolados categorizados como resistentes à eritromicina devem ser testados quanto à sensibilidade a agentes individuais ou reportados como resistentes.
2. A resistência induzível à clindamicina pode ser detectada pelo antagonismo da atividade da clindamicina por um macrolídeo. Se antagonismo não for detectado, reportar como testado, de acordo com os pontos de corte clínicos. Se detectado, reportar como resistente.  
B. Posicionar os discos de eritromicina e clindamicina separados por 12-16 mm (borda a borda) e observar a ocorrência de  antagonismo (halo de inibição em forma de D)."
S. pneumoniae,Claritromicina,"0,251",-,">0,251",NotaA,NotaA,NotaA,
S. pneumoniae,Eritromicina,"0,251",-,">0,251",22A,-,<22A,
S. pneumoniae,Clindamicina2,"0,5",-,">0,5",19B,-,<19B,
S. pneumoniae,Tetraciclinas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
S. pneumoniae,Doxiciclina,11,-,>11,NotaA,NotaA,NotaA,1/A. A tetraciclina pode ser usada para triagem de resistência às demais tetraciclinas. Isolados categorizados como sensíveis no teste de triagem podem ser reportados como sensíveis à doxiciclina e à minociclina. Isolados categorizados como resistestes devem ser testados quanto à sensibilidade a agentes individuais ou reportados como resistentes.
S. pneumoniae,Eravaciclina,EI,EI,EI,EI,EI,EI,
S. pneumoniae,Minociclina,"0,51",-,">0,51",24A,-,<24A,
S. pneumoniae,Tetraciclina,11,-,>11,25A,-,<25A,
S. pneumoniae,Tigeciclina,EI,EI,EI,EI,EI,EI,
S. pneumoniae,Oxazolidinonas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
S. pneumoniae,Linezolida,2,-,>2,22,-,<22,
S. pneumoniae,Tedizolida,EI,EI,EI,EI,EI,EI,
S. pneumoniae,Agentes Diversos,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
S. pneumoniae,Cloranfenicol1,Nota1,Nota1,Nota1,NotaA,NotaA,NotaA,"1/A. A eficácia para esta espécie é incerta. O ECOFF pode ser utilizado para diferenciar isolados selvagens daqueles com resistência adquirida (CIM > 8mg/L; diâmtero do halo < 21mm para o disco de cloranfenicol de 30 µg). Para o tratamento de meningites com cloranfenicol, consultar a tabela de dosagens. 
2. Sulfametoxazol-trimetoprima na proporção 19:1. Os pontos de corte de CIM estão expressos como concentração de trimetoprima."
S. pneumoniae,Daptomicina,EI,EI,EI,EI,EI,EI,
S. pneumoniae,Lefamulina,"0,5",-,">0,5",12,-,<12,
S. pneumoniae,Rifampicina,"0,125",-,">0,125",22,-,<22,
S. pneumoniae,Sulfametoxazol-trimetoprima2,1,2,>2,13,10-12,<10,
S. pneumoniae,Streptococcus pneumoniae,,,,,,"Tabela de Pontos de Corte Clínicos do BrCAST-EUCAST, válida a partir de 01-02-2025",
S. pneumoniae,Regras de Especialistas e Fenótipos Esperados,,,,,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
Streptococcus Viridans,Benzilpenicilina (exclusivamente triagem),"0,251",-,"0,251",21A,-,<21A,"1/A. A benzilpenicilina (CIM ou disco-difusão) pode ser utilizada para triagem de resistência aos betalactâmicos em estreptococos do grupo viridans. Isolados categorizados como negativos na triagem (diâmetro do halo de inibição ≥21 mm ou CIM ≤0,25 mg/L) podem ser reportados como sensíveis aos agentes betalactâmicos para os quais os pontos de corte clínicos estão listados (incluindo aqueles com “Nota”). Isolados categorizados como positivos na triagem (diâmetro do halo de inibição <21 mm ou CIM >0,25 mg/L) devem ser testados quanto à sensibilidade aos antimicrobianos individualmente ou reportados como resistentes.
2/B. Para obter informações sobre como usar pontos de corte entre parênteses, consultar https://www.eucast.org/eucastguidancedocuments/.
3. A adição de um inibidor da β-lactamase não adiciona benefício clínico.
4/C. Para isolados negativos na triagem com benzilpenicilina (diâmetro do halo de inibição ≥ 21 mm ou CIM ≤0,25 mg/L), a sensibilidade pode ser inferida a partir da benzilpenicilina ou ampicilina. Para isolados positivos na triagem com benzilpenicilina (diâmetro do halo de inibição <21 mm ou CIM >0,25 mg/L), a sensibilidade deve ser  inferida a partir da ampicilina.
D. A sensibilidade pode ser inferida a partir do teste de triagem com benzilpenicilina ou da ""Ampicilina iv (endocardite)""."
Streptococcus Viridans,Benzilpenicilina (excluindo endocardite),"0,25","0,5-1",1,21,12-20,<12,
Streptococcus Viridans,Benzilpenicilina (endocardite),"0,25",-,"0,25",21,-,<21,
Streptococcus Viridans,"Benzilpenicilina (endocardite, em associação com outro antimicrobiano)",(1)2,-,(1)2,(12)B,-,(<12)B,
Streptococcus Viridans,Ampicilina (excluindo endocardite),"0,5",1-2,2,21,15-20,<15,
Streptococcus Viridans,Ampicilina iv (endocardite),"0,5",-,"0,5",21,-,<21,
Streptococcus Viridans,Ampicilina-sulbactam3,"Nota1,4","Nota1,4","Note1,4","NotaA,C","NotaA,C","NotaA,C",
Streptococcus Viridans,Amoxicilina (excluindo endocardite),"0,5",1-2,2,"NotaA,C","NotaA,C","NotaA,C",
Streptococcus Viridans,Amoxicilina iv (endocardite),"0,5",-,"0,5","NotaA,D","NotaA,D","NotaA,D",
Streptococcus Viridans,Amoxicilina-clavulanato3,"Nota1,4","Nota1,4","Nota1,4","NotaA,C","NotaA,C","NotaA,C",
Streptococcus Viridans,Piperacilina-tazobactam3,"Nota1,4","Nota1,4","Nota1,4","NotaA,C","NotaA,C","NotaA,C",
Streptococcus Viridans,Fenoximetilpenicilina,EI,EI,EI,EI,EI,EI,
Streptococcus Viridans,Oxacilina,EI,EI,EI,EI,EI,EI,
Streptococcus Viridans,Streptococcus do Grupo Viridans,,,,,,,
Streptococcus Viridans,Regras de Especialistas e Fenótipos Esperados,,,,Documentos de orientação,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
Streptococcus Viridans,Cefalosporinas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Streptococcus Viridans,Cefaclor,-,-,-,-,-,-,"1. A adição de um inibidor de β-lactamase não adiciona benefício clínico.

A. A benzilpenicilina (CIM ou disco-difusão) pode ser utilizada para triagem de resistência aos  β-lactâmicos em estreptococos do grupo viridans. Ver Nota 1/A em penicilinas."
Streptococcus Viridans,Cefadroxila,-,-,-,-,-,-,
Streptococcus Viridans,Cefalexina,-,-,-,-,-,-,
Streptococcus Viridans,Cefazolina,EI,EI,EI,EI,EI,EI,
Streptococcus Viridans,Cefepima,"0,5",-,">0,5",25A,-,<25A,
Streptococcus Viridans,Cefepima-enmetazobactam1,Nota1,Nota1,Nota1,NotaA,NotaA,NotaA,
Streptococcus Viridans,Cefiderocol,EI,EI,EI,EI,EI,EI,
Streptococcus Viridans,Cefotaxima,"0,5",-,">0,5",23A,-,<23A,
Streptococcus Viridans,"Ceftolozana-tazobactam1, grupo S. anginosus",EI,EI,EI,EI,EI,EI,
Streptococcus Viridans,Ceftriaxona,"0,5",-,">0,5",27A,-,<27A,
Streptococcus Viridans,Cefuroxima iv,"0,5",-,">0,5",26A,-,<26A,
Streptococcus Viridans,Cefuroxima oral,-,-,-,-,-,-,
Streptococcus Viridans,Streptococcus do Grupo Viridans,,,,,,,
Streptococcus Viridans,Regras de Especialistas e Fenótipos Esperados,,,,Documentos de orientação,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
Streptococcus Viridans,Carbapenêmicos,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Streptococcus Viridans,Doripenem,1,-,>1,NotaA,NotaA,NotaA,"1.Para fins de teste de sensibilidade, a concentração de relebactam é fixada em 4 mg/L.
2/B. A adição de um inibidor da betalactamase não adiciona benefício clínico.

A. A benzilpenicilina (CIM ou disco-difusão) pode ser utilizada para triagem de resistência aos  β-lactâmicos em estreptococos do grupo viridans. Ver Nota 1/A em penicilinas."
Streptococcus Viridans,Ertapenem,"0,5",-,">0,5",NotaA,NotaA,NotaA,
Streptococcus Viridans,Imipenem,2,-,>2,NotaA,NotaA,NotaA,
Streptococcus Viridans,Imipenem-relebactam2,21,-,>21,"NotaA,B","NotaA,B","NotaA,B",
Streptococcus Viridans,Meropenem,2,-,>2,NotaA,NotaA,NotaA,
Streptococcus Viridans,Meropenem-vaborbactam2,Nota2,Nota2,Nota2,NotaB,NotaB,NotaB,
Streptococcus Viridans,Fluoroquinolonas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Streptococcus Viridans,Ciprofloxacino,-,-,-,-,-,-,"1/B. O moxifloxacino tem sido utilizado na transição para o tratamento oral da endocardite causada por estreptococos do grupo viridans. Não há pontos de corte clínicos, mas a resistência adquirida (isolados com CIM >0,5 mg/L; diâmetro do halo <21 mm para o disco de moxifloxacino de 5 µg) deve ser excluída. Quando excluída, o isolado deve ser reportado como “desprovido de mecanismos de resistência às fluoroquinolonas”, mas não como sensível ao moxifloxacino.

A. O teste de disco-difusão aguarda ação da indústria farmacêutica responsável."
Streptococcus Viridans,"Delafloxacino, grupo S. anginosus","0,03",-,">0,03",NotaA,NotaA,NotaA,
Streptococcus Viridans,Levofloxacino,EI,EI,EI,EI,EI,EI,
Streptococcus Viridans,Moxifloxacino,Nota1,Nota1,Nota1,NotaB,NotaB,NotaB,
Streptococcus Viridans,Norfloxacino exclusivamente ITU não complicada,-,-,-,-,-,-,
Streptococcus Viridans,Ofloxacino,-,-,-,-,-,-,
Streptococcus Viridans,Aminoglicosídeos1,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Streptococcus Viridans,Amicacina,Nota2,Nota2,Nota2,-,-,-,"1. Os estreptococos do grupo viridans são resistentes aos aminoglicosídeos quando utilizados​​ em monoterapia. Há probabilidade de haver sinergia com penicilinas ou glicopeptídeos se o isolado não expressar enzimas modificadoras de aminoglicosídeos adquiridas.
2. A gentamicina pode ser utilizada como triagem para a presença de enzimas modificadoras de aminoglicosídeos (resistência de alto nível aos aminoglicosídeos). 

Teste negativo: Isolados com CIM de gentamicina ≤128 mg/L. O isolado é do tipo selvagem para gentamicina (ou seja, não expressa enzimas modificadoras de aminoglicosídeos). Portanto, pode-se esperar efeito sinérgico com penicilinas ou glicopeptídeos se o isolado for sensível à penicilina ou glicopeptídeo.
Teste positivo: Isolados com CIM de gentamicina >128 mg/L indicam presença de enzimas modificadoras de aminoglicosídeos. As combinações de penicilinas ou glicopeptídeos e aminoglicosídeos não terão efeito sinérgico."
Streptococcus Viridans,Gentamicina  (teste para enzima modificadora de aminoglicosídeo adquirida - resistência de alto nível),Nota2,Nota2,Nota2,-,-,-,
Streptococcus Viridans,Netilmicina,Nota2,Nota2,Nota2,-,-,-,
Streptococcus Viridans,Tobramicina,Nota2,Nota2,Nota2,-,-,-,
Streptococcus Viridans,Glicopeptídeos,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Streptococcus Viridans,Teicoplanina1,2,-,>2,16A,-,<16A,1. Isolados resistentes são raros ou ainda não foram reportados. A identificação e o teste de sensibilidade em isolados resistentes devem ser confirmados em centro de referência.
Streptococcus Viridans,Vancomicina1,2,-,>2,15A,-,<15A,A. Isolados não-selvagens não estavam disponíveis quando do desenvolvimento do método de disco-difusão.
Streptococcus Viridans,Streptococcus do Grupo Viridans,,,,,,,
Streptococcus Viridans,Regras de Especialistas e Fenótipos Esperados,,,,Documentos de orientação,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
Streptococcus Viridans,Macrolídeos e lincosamidas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Streptococcus Viridans,Azitromicina,EI,EI,EI,EI,EI,EI,"1. A resistência induzível à clindamicina pode ser detectada pelo antagonismo da atividade da clindamicina por um macrolídeo. Se antagonismo não for detectado, reportar como testado de acordo com os pontos de corte clínicos. Se detectado, reportar como resistente. 
A. Posicionar os discos de eritromicina e clindamicina separados por 12-16 mm (borda a borda) e observar a ocorrência de antagonismo (halo de inibição em forma de D)."
Streptococcus Viridans,Claritromicina,EI,EI,EI,EI,EI,EI,
Streptococcus Viridans,Eritromicina,EI,EI,EI,EI,EI,EI,
Streptococcus Viridans,Clindamicina1,"0,5",-,">0,5",19A,-,<19A,
Streptococcus Viridans,Tetraciclinas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Streptococcus Viridans,Doxiciclina,-,-,-,-,-,-,
Streptococcus Viridans,Eravaciclina,"0,125",-,">0,125",17,-,<17,
Streptococcus Viridans,Minociclina,-,-,-,-,-,-,
Streptococcus Viridans,Tetraciclina,-,-,-,-,-,-,
Streptococcus Viridans,Tigeciclina,EI,EI,EI,EI,EI,EI,
Streptococcus Viridans,Oxazolidinonas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Streptococcus Viridans,Linezolida,EI1,EI1,EI1,EI,EI,EI,"1. A linezolida tem sido utilizada na troca para terapia oral para tratamento de endocardite causada por Streptococcus do grupo viridans. Não existem pontos de corte clínicos, mas a resistência adquirida (isolados com CIM >2 mg/L) deve ser excluída. Quando excluído, o isolado deve ser reportado como “desprovido de mecanismos de resistência à linezolida”, mas não como sensível à linezolida."
Streptococcus Viridans,"Tedizolida, grupo S. anginosus","0,5",-,">0,5",18,-,<18,
Streptococcus Viridans,Agentes Diversos,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Streptococcus Viridans,Cloranfenicol,-,-,-,-,-,-,"1/A. A rifampicina tem sido utilizada na transição para o tratamento oral da endocardite causada por estreptococos do grupo viridans. Não há pontos de corte clínicos, mas a resistência adquirida (isolados com CIM >0,25 mg/L; diâmetro do halo <21 mm para o disco de 5 µg de rifampicina) deve ser excluída. Quando excluída, o isolado deve ser reportado  como “desprovido de mecanismos de resistência à rifampicina”, mas não como sensível à rifampicina."
Streptococcus Viridans,Daptomicina,-,-,-,-,-,-,
Streptococcus Viridans,Lefamulina,EI,EI,EI,EI,EI,EI,
Streptococcus Viridans,Nitrofurantoína (apenas ITU não complicada),-,-,-,-,-,-,
Streptococcus Viridans,Rifampicina,Nota1,Nota1,Nota1,NotaA,NotaA,NotaA,
Streptococcus Viridans,Sulfametoxazol-trimetoprima,-,-,-,-,-,-,
H.influenzae,Benzilpenicilina,EI,EI,EI,EI,EI,EI,
H.influenzae,Benzilpenicilina (exclusivamente triagem)1,,,,"12A,B",-,"<12A,B","1/A. O teste de triagem com disco de benzilpenicilina 1U deve ser utilizado para excluir os mecanismos de resistência aos β-lactâmicos. Quando a triagem for negativa (halo de inibição ≥ 12 mm), todas as peniclinas para as quais estão disponíveis pontos de corte clínicos, incluindo aquelas com “Nota”, poderão ser reportadas como sensíveis sem testes adicionais, exceto para amoxicilina oral e amoxicilina-ácido clavulânico oral, que caso reportadas a categoria deve ser ""Sensível, aumentando exposição"" (I). Quando a triagem for positiva (halo de inibição <12 mm), consultar o fluxograma abaixo para interpretação.
2. Isolados betalactamase positivos podem ser reportados como resistentes à ampicilina, amoxicilina e piperacilina sem inibidores. Testes contendo cefalosporina cromogênica podem ser usados para detectar β-lactamase.
3. Para fins de testes de sensibilidade, a concentração de sulbactam é fixada em 4 mg/L.
4/D. A sensibilidade pode ser inferida a partir da amoxicilina-ácido clavulânico iv.
5. Para fins de testes de sensibilidade, a concentração de ácido clavulânico é fixada em 2 mg/L. 
6. Para fins de testes de sensibilidade, a concentração de tazobactam é fixada em 4 mg/L. 

B. Para fins de aferição do diâmetro do halo, considerar a borda mais externa e desconsiderar o crescimento ao redor do disco. Ver as figuras abaixo.
C. AIT relevante apenas se a triagem com disco de benzilpenicilina 1U for positiva (halo de inibição <12 mm).
E. Sensibilidade inferida a partir da ampicilina.
F. Isolados sensíveis à ampicilina podem ser reportados como ""Sensível, aumentado a exposição"" (I) para amoxicilina oral. Isolados resistentes à ampicilina podem ser reportados como resistentes à amoxicilina oral."
H.influenzae,Ampicilina (excluindo endocardite e meningite)2,1,-,>1,"18A,B",-,"<18A,B",
H.influenzae,Ampicilina iv (endocardite e meningite)2,EI,EI,EI,EI,EI,EI,
H.influenzae,Ampicilina-sulbactam,"13,4",-,">13,4","NotaA,D","NotaA,D","NotaA,D",
H.influenzae,Amoxicilina iv (excluindo endocardite e meningite)2,2,-,>2,"NotaA,E","NotaA,E","NotaA,E",
H.influenzae,Amoxicilina iv (endocardite e meningite)2,EI,EI,EI,EI,EI,EI,
H.influenzae,Amoxicilina oral2,"0,001","0,002-2",>2,"NotaA,F","NotaA,F","NotaA,F",
H.influenzae,Amoxicilina-ácido clavulânico iv,25,-,>25,"15A,B",-,"<15A,B",
H.influenzae,Amoxicilina-ácido clavulânico oral,"0,0015","0,002-25",>25,"50A,B","15-49A,B","<15A,B",
H.influenzae,Piperacilina-tazobactam,"0,256",-,">0,256","27A,B",-,"<27A,B",
H.influenzae,Haemophilus influenzae,,,,,,,
H.influenzae,Regras de Especialistas e Fenótipos Esperados,,,,Documentos de orientação,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
H.influenzae,Cefalosporinas1,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
H.influenzae,Cefaclor,-,-,-,-,-,-,"1/A. O teste de triagem com disco de benzilpenicilina 1U deve ser utilizado para excluir os mecanismos de resistência aos β-lactâmicos. Quando a triagem for negativa (halo de inibição ≥ 12 mm), todas as cefalosporinas para as quais estão disponíveis pontos de corte clínicos, incluindo aqueles com “Nota”, poderão ser reportadas como sensíveis sem testes adicionais, exceto para cefuroxima oral, que caso reportada a categoria deve ser ""Sensível, aumentando exposição"" ( I ). Quando a triagem for positiva (halo de inibição <12 mm), consultar o fluxograma abaixo para interpretação.
2/D. A adição de um inibidor de betalactamase não acrescenta benefício clínico. As betalactamases produzidas pelo microrganismo não modificam a cefalosporina original ou não são afetadas pelo inibidor. 
3. Ver tabela de dosagens para doses em diferentes indicações.
4/C. AIT relevante apenas se a triagem com disco de benzilpenicilina 1U for positiva (halo de inibição <12 mm).

B. Para fins de aferição do diâmetro do halo, considerar a borda mais externa e desconsiderar o crescimento ao redor do disco. Ver as figuras abaixo.
D. Para isolados de meningite, positivos na triagem com de disco de benzilpenicilina 1U (halo de inibição <12 mm), determinar a CIM."
H.influenzae,Cefadroxila,-,-,-,-,-,-,
H.influenzae,Cefalexina,-,-,-,-,-,-,
H.influenzae,Cefazolina,-,-,-,-,-,-,
H.influenzae,Cefepima,"0,25",-,">0,25","28A,B",-,"<28A,B",
H.influenzae,Cefepima-enmetazobactam2,Nota2,Nota2,Nota2,NotaD,NotaD,NotaD,
H.influenzae,Cefiderocol,EI,EI,EI,EI,EI,EI,
H.influenzae,Cefixima,"0,125",-,">0,125","26A,B",-,"<26A,B",
H.influenzae,Cefotaxima,"0,125",-,">0,125","27A,B",-,"<27A,B",
H.influenzae,Cefpodoxima,"0,25",-,">0,25","26A,B",-,"<26A,B",
H.influenzae,Ceftarolina,0.03,-,">0,03",NotaA,NotaA,NotaA,
H.influenzae,Ceftazidima,-,-,-,-,-,-,
H.influenzae,Ceftazidima-avibactam,-,-,-,-,-,-,
H.influenzae,Ceftolozana-tazobactam (pneumonia)3,"0,5",-,">0,5","23A,B",-,"<23A,B",
H.influenzae,Ceftriaxona,"0,125",-,">0,125","32A,B",-,"<32A,B",
H.influenzae,Cefuroxima iv,1,2,>2,"27A,B",25-26A,"<25A,B",
H.influenzae,Cefuroxima oral,"0,001","0,002-1",>1,"50A,B",27-49,"<27A,B",
H.influenzae,"Carbapenêmicos1,2",Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
H.influenzae,Doripenem,1,-,>1,"23A,B",-,"<23A,B","1/A. O teste de triagem com disco de benzilpenicilina 1U deve ser utilizado para excluir os mecanismos de resistência aos β-lactâmicos. Quando a triagem for negativa (halo de inibição ≥ 12 mm), todos os carbapenêmicos para os quais estão disponíveis pontos de corte clínicos, incluindo aqueles com “Nota”, poderão ser relatados como sensíveis sem testes adicionais. Quando a triagem for positiva (halo de inibição <12 mm), consultar o fluxograma abaixo.
2. Meropenem é o único carbapenêmico utilizado para o tratamento de meningites.
3/E. As β-lactamases produzidas pelo microrganismo não modificam o carbapenêmico ou não são afetadas pelo inibidor; portanto, a adição do inibidor de β-lactamases não adiciona benefício clínico.

B. Para fins de aferição do diâmetro do halo, considerar a borda mais externa e desconsiderar o crescimento ao redor do disco.Ver as figuras abaixo.
C. AIT relevante apenas se a triagem com disco de benzilpenicilina 1U for positiva (halo de inibição <12 mm).
D. Para isolados de meningite, positivos na triagem com de disco de benzilpenicilina 1U (halo de inibição <12 mm), determinar a CIM."
H.influenzae,Ertapenem,"0,5",-,">0,5","23A,B",-,"<23A,B",
H.influenzae,Imipenem,2,-,>2,"20A,B",-,"<20A,B",
H.influenzae,Imipenem-relebactam3,Nota3,Nota3,Nota3,NotaE,NotaE,NotaE,
H.influenzae,Meropenem (infecções não meníngeas),2,-,>2,"20A,B",-,"<20A,B",
H.influenzae,Meropenem (meningite),"0,25",-,">0,25","NotaA,D","NotaA,D","NotaA,D",
H.influenzae,Meropenem-vaborbactam3,Nota3,Nota3,Nota3,NotaE,NotaE,NotaE,
H.influenzae,Haemophilus influenzae,,,,,,,
